Mod:Item:MetaData, Localized Name
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Ferramic Pipe Piece
plustic:pipe_piece:0, Angelic Pipe Piece
plustic:pipe_piece:0, Duraluminum Pipe Piece
plustic:pipe_piece:0, Watertight Steel Pipe Piece
plustic:pipe_piece:0, High Heat Resistant Pipe Piece
plustic:pipe_piece:0, Erosion Resistant Pipe Piece
plustic:pipe_piece:0, Mushroomite Pipe Piece
plustic:pipe_piece:0, Electric Manyullyn Pipe Piece
plustic:pipe_piece:0, Honey Pipe Piece
plustic:pipe_piece:0, Elastic Fiber Pipe Piece
plustic:pipe_piece:0, Petrified Wood Pipe Piece
plustic:pipe_piece:0, Khnumite Pipe Piece
plustic:pipe_piece:0, Relic Pipe Piece
plustic:pipe_piece:0, Uranium Pipe Piece
plustic:pipe_piece:0, Glass Pipe Piece
plustic:pipe_piece:0, Soapy Pipe Piece
plustic:pipe_piece:0, Coppra Crystal Pipe Piece
plustic:pipe_piece:0, Nittin Crystal Pipe Piece
plustic:pipe_piece:0, Goold Crystal Pipe Piece
plustic:pipe_piece:0, Osgloridium Pipe Piece
plustic:pipe_piece:0, Arkenium Pipe Piece
plustic:pipe_piece:0, Black Bronze Pipe Piece
plustic:pipe_piece:0, Blood Infused Glitch Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Molten Meat Pipe Piece
plustic:pipe_piece:0, Vespa Carapace Pipe Piece
plustic:pipe_piece:0, Scythe Claw Pipe Piece
plustic:pipe_piece:0, Ectoplasm Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Prosperity Shard Pipe Piece
plustic:pipe_piece:0, Soulium Pipe Piece
plustic:pipe_piece:0, Base Essence Pipe Piece
plustic:pipe_piece:0, Inferium Pipe Piece
plustic:pipe_piece:0, Prudentium Pipe Piece
plustic:pipe_piece:0, Intermedium Pipe Piece
plustic:pipe_piece:0, Superium Pipe Piece
plustic:pipe_piece:0, Supremium Pipe Piece
plustic:pipe_piece:0, Tiberium Pipe Piece
plustic:pipe_piece:0, Aurorium Pipe Piece
plustic:pipe_piece:0, Prometheum Pipe Piece
plustic:pipe_piece:0, Duranite Pipe Piece
plustic:pipe_piece:0, Valyrium Pipe Piece
plustic:pipe_piece:0, Vibranium Pipe Piece
plustic:pipe_piece:0, Terrax Pipe Piece
plustic:pipe_piece:0, Palladium Pipe Piece
plustic:pipe_piece:0, Uru Pipe Piece
plustic:pipe_piece:0, Eezo Pipe Piece
plustic:pipe_piece:0, Basalt Pipe Piece
plustic:pipe_piece:0, Triberium Pipe Piece
plustic:pipe_piece:0, Fractum Pipe Piece
plustic:pipe_piece:0, Violium Pipe Piece
plustic:pipe_piece:0, Proxii Pipe Piece
plustic:pipe_piece:0, Tritonite Pipe Piece
plustic:pipe_piece:0, Ignitz Pipe Piece
plustic:pipe_piece:0, Imperomite Pipe Piece
plustic:pipe_piece:0, Solarium Pipe Piece
plustic:pipe_piece:0, Nihilite Pipe Piece
plustic:pipe_piece:0, Adamant Pipe Piece
plustic:pipe_piece:0, Dyonite Pipe Piece
plustic:pipe_piece:0, Nucleum Pipe Piece
plustic:pipe_piece:0, Lumix Pipe Piece
plustic:pipe_piece:0, Seismum Pipe Piece
plustic:pipe_piece:0, Astrium Pipe Piece
plustic:pipe_piece:0, Niob Pipe Piece
plustic:pipe_piece:0, Yrdeen Pipe Piece
plustic:pipe_piece:0, Meteorite Pipe Piece
plustic:pipe_piece:0, Obsidiorite Pipe Piece
plustic:pipe_piece:0, Mithril Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Brass Pipe Piece
plustic:pipe_piece:0, Zinc Pipe Piece
plustic:pipe_piece:0, Gaia Spirit Pipe Piece
plustic:pipe_piece:0, Yellorium Pipe Piece
plustic:pipe_piece:0, Cyanite Pipe Piece
plustic:pipe_piece:0, Blutonium Pipe Piece
plustic:pipe_piece:0, Ludicrite Pipe Piece
plustic:pipe_piece:0, Quartz Enriched Iron Pipe Piece
plustic:pipe_piece:0, Wyvern Draconium Pipe Piece
plustic:pipe_piece:0, Awakened Draconium Pipe Piece
plustic:pipe_piece:0, Chaotic Draconium Pipe Piece
plustic:pipe_piece:0, Ebony Psimetal Pipe Piece
plustic:pipe_piece:0, Fluxed Electrum Pipe Piece
plustic:pipe_piece:0, Tungsten Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Advanced Alloy Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Jade Pipe Piece
plustic:pipe_piece:0, Malachite Pipe Piece
plustic:pipe_piece:0, Topaz Pipe Piece
plustic:pipe_piece:0, Tanzanite Pipe Piece
plustic:pipe_piece:0, Amethyst Pipe Piece
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Osmiridium Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Zracohlium Pipe Piece
plustic:pipe_piece:0, Fusionite Pipe Piece
plustic:pipe_piece:0, Valasium Pipe Piece
plustic:pipe_piece:0, Void Spar Pipe Piece
plustic:pipe_piece:0, Enderal Pipe Piece
plustic:pipe_piece:0, Irradium Pipe Piece
plustic:pipe_piece:0, Solsteel Pipe Piece
plustic:pipe_piece:0, Gallium Pipe Piece
plustic:pipe_piece:0, Enderexamite Pipe Piece
plustic:pipe_piece:0, Garstone Pipe Piece
plustic:pipe_piece:0, Runesteel Pipe Piece
plustic:pipe_piece:0, Gravitonium Pipe Piece
plustic:pipe_piece:0, Trichromadentium Pipe Piece
plustic:pipe_piece:0, Bloodstone Pipe Piece
plustic:pipe_piece:0, Echostone Pipe Piece
plustic:pipe_piece:0, Igniglomerate Pipe Piece
plustic:pipe_piece:0, Atronium Pipe Piece
plustic:pipe_piece:0, Ebonite Pipe Piece
plustic:pipe_piece:0, Erythynite Pipe Piece
plustic:pipe_piece:0, Shadowglass Pipe Piece
plustic:pipe_piece:0, Etherstone Pipe Piece
plustic:pipe_piece:0, Electarite Pipe Piece
plustic:pipe_piece:0, Hallowsite Pipe Piece
plustic:pipe_piece:0, Blightsteel Pipe Piece
plustic:pipe_piece:0, Sanguiseelium Pipe Piece
plustic:pipe_piece:0, Ioximite Pipe Piece
plustic:pipe_piece:0, Nahuatl Pipe Piece
plustic:pipe_piece:0, Slimewood Pipe Piece
plustic:pipe_piece:0, Seared Stone Pipe Piece
plustic:pipe_piece:0, Ironwood Pipe Piece
plustic:pipe_piece:0, Penguinite Pipe Piece
plustic:pipe_piece:0, Ferroherb Pipe Piece
plustic:pipe_piece:0, Skyroot Pipe Piece
plustic:pipe_piece:0, Holystone Pipe Piece
plustic:pipe_piece:0, Zanite Pipe Piece
plustic:pipe_piece:0, Gravitite Pipe Piece
plustic:pipe_piece:0, Valkyrie Metal Pipe Piece
plustic:pipe_piece:0, Amberwood Pipe Piece
plustic:pipe_piece:0, Skyroot Pipe Piece
plustic:pipe_piece:0, Holystone Pipe Piece
plustic:pipe_piece:0, Zanite Pipe Piece
plustic:pipe_piece:0, Gravitite Pipe Piece
plustic:pipe_piece:0, Golden Amber Pipe Piece
plustic:pipe_piece:0, Valkyrie Pipe Piece
plustic:pipe_piece:0, Swet Pipe Piece
plustic:pipe_piece:0, Candy Cane Pipe Piece
plustic:pipe_piece:0, Cold Aercloud Pipe Piece
plustic:pipe_piece:0, Blue Aercloud Pipe Piece
plustic:pipe_piece:0, Golden Aercloud Pipe Piece
plustic:pipe_piece:0, Icestone Pipe Piece
plustic:pipe_piece:0, Blood Bronze Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:laser_medium:0, Palis Crystal Laser Medium
plustic:laser_medium:0, Diamatine Crystal Laser Medium
plustic:laser_medium:0, Emeradic Crystal Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Laser Medium
plustic:laser_medium:0, Chaotic Laser Medium
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Jade Laser Medium
plustic:laser_medium:0, Fusionite Laser Medium
plustic:laser_medium:0, Valasium Laser Medium
plustic:laser_medium:0, Irradium Laser Medium
plustic:laser_medium:0, Solsteel Laser Medium
plustic:laser_medium:0, Gravitonium Laser Medium
plustic:laser_medium:0, Trichromadentium Laser Medium
plustic:laser_medium:0, Ebonite Laser Medium
plustic:laser_medium:0, Erythynite Laser Medium
plustic:laser_medium:0, Ioximite Laser Medium
plustic:battery_cell:0, Restonia Crystal Battery Cell
plustic:battery_cell:0, Enori Crystal Battery Cell
plustic:battery_cell:0, Fluix Battery Cell
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Fusionite Battery Cell
plustic:battery_cell:0, Valasium Battery Cell
plustic:battery_cell:0, Irradium Battery Cell
plustic:battery_cell:0, Solsteel Battery Cell
plustic:battery_cell:0, Gravitonium Battery Cell
plustic:battery_cell:0, Trichromadentium Battery Cell
plustic:battery_cell:0, Ebonite Battery Cell
plustic:battery_cell:0, Ioximite Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
mysticalcreations:bilim_crop, tile.bilim_crop.name
mysticalcreations:bilim_essence, item.bilim_essence.name
mysticalcreations:bilim_seeds, item.bilim_seeds.name
mysticalcreations:arkenium_crop, tile.arkenium_crop.name
mysticalcreations:arkenium_essence, item.arkenium_essence.name
mysticalcreations:arkenium_seeds, item.arkenium_seeds.name
mysticalcreations:gallium_crop, tile.gallium_crop.name
mysticalcreations:gallium_essence, item.gallium_essence.name
mysticalcreations:gallium_seeds, item.gallium_seeds.name
mysticalcreations:neodymium_crop, tile.neodymium_crop.name
mysticalcreations:neodymium_essence, item.neodymium_essence.name
mysticalcreations:neodymium_seeds, item.neodymium_seeds.name
mysticalcreations:cursed_gold_crop, tile.cursed_gold_crop.name
mysticalcreations:cursed_gold_essence, item.cursed_gold_essence.name
mysticalcreations:cursed_gold_seeds, item.cursed_gold_seeds.name
mysticalcreations:eezo_crop, tile.eezo_crop.name
mysticalcreations:eezo_essence, item.eezo_essence.name
mysticalcreations:eezo_seeds, item.eezo_seeds.name
mysticalcreations:karmesine_crop, tile.karmesine_crop.name
mysticalcreations:karmesine_essence, item.karmesine_essence.name
mysticalcreations:karmesine_seeds, item.karmesine_seeds.name
mysticalcreations:ovium_crop, tile.ovium_crop.name
mysticalcreations:ovium_essence, item.ovium_essence.name
mysticalcreations:ovium_seeds, item.ovium_seeds.name
mysticalcreations:jauxum_crop, tile.jauxum_crop.name
mysticalcreations:jauxum_essence, item.jauxum_essence.name
mysticalcreations:jauxum_seeds, item.jauxum_seeds.name
mysticalcreations:prometheum_crop, tile.prometheum_crop.name
mysticalcreations:prometheum_essence, item.prometheum_essence.name
mysticalcreations:prometheum_seeds, item.prometheum_seeds.name
mysticalcreations:osram_crop, tile.osram_crop.name
mysticalcreations:osram_essence, item.osram_essence.name
mysticalcreations:osram_seeds, item.osram_seeds.name
mysticalcreations:palladium_crop, tile.palladium_crop.name
mysticalcreations:palladium_essence, item.palladium_essence.name
mysticalcreations:palladium_seeds, item.palladium_seeds.name
mysticalcreations:uru_crop, tile.uru_crop.name
mysticalcreations:uru_essence, item.uru_essence.name
mysticalcreations:uru_seeds, item.uru_seeds.name
naturescompass:naturescompass, Nature's Compass
netherendingores:creative_tab, Creative Tab Block
netherendingores:block_end_endermite, End Stone Endermite Monster Egg
netherendingores:block_nether_netherfish, Netherrack Netherfish Monster Egg
netherendingores:ore_end_modded_1:0, End Aluminum Ore
netherendingores:ore_end_modded_1:1, End Copper Ore
netherendingores:ore_end_modded_1:2, End Iridium Ore
netherendingores:ore_end_modded_1:3, End Lead Ore
netherendingores:ore_end_modded_1:4, End Mithril Ore
netherendingores:ore_end_modded_1:5, End Nickel Ore
netherendingores:ore_end_modded_1:6, End Platinum Ore
netherendingores:ore_end_modded_1:7, End Silver Ore
netherendingores:ore_end_modded_1:8, End Tin Ore
netherendingores:ore_end_modded_1:9, End Certus Quartz Ore
netherendingores:ore_end_modded_1:10, End Charged Certus Quartz Ore
netherendingores:ore_end_modded_1:11, End Osmium Ore
netherendingores:ore_end_modded_1:12, End Uranium Ore
netherendingores:ore_end_modded_1:13, End Yellorite Ore
netherendingores:ore_end_modded_1:14, End Dilithium Ore
netherendingores:ore_end_modded_1:15, End Tritanium Ore
netherendingores:ore_end_modded_2:0, End Zinc Ore
netherendingores:ore_end_modded_2:1, End Ruby Ore
netherendingores:ore_end_modded_2:2, End Sapphire Ore
netherendingores:ore_end_modded_2:3, End Peridot Ore
netherendingores:ore_end_modded_2:4, End Electrotine Ore
netherendingores:ore_end_modded_2:5, End Ambrosium Ore
netherendingores:ore_end_modded_2:6, End Gravitite Ore
netherendingores:ore_end_modded_2:7, End Zanite Ore
netherendingores:ore_end_modded_2:8, End Arkenium Ore
netherendingores:ore_end_modded_2:9, End Icestone Ore
netherendingores:ore_end_vanilla:0, End Coal Ore
netherendingores:ore_end_vanilla:1, End Diamond Ore
netherendingores:ore_end_vanilla:2, End Emerald Ore
netherendingores:ore_end_vanilla:3, End Gold Ore
netherendingores:ore_end_vanilla:4, End Iron Ore
netherendingores:ore_end_vanilla:5, End Lapis Ore
netherendingores:ore_end_vanilla:6, End Redstone Ore
netherendingores:ore_nether_modded_1:0, Nether Aluminum Ore
netherendingores:ore_nether_modded_1:1, Nether Copper Ore
netherendingores:ore_nether_modded_1:2, Nether Iridium Ore
netherendingores:ore_nether_modded_1:3, Nether Lead Ore
netherendingores:ore_nether_modded_1:4, Nether Mithril Ore
netherendingores:ore_nether_modded_1:5, Nether Nickel Ore
netherendingores:ore_nether_modded_1:6, Nether Platinum Ore
netherendingores:ore_nether_modded_1:7, Nether Silver Ore
netherendingores:ore_nether_modded_1:8, Nether Tin Ore
netherendingores:ore_nether_modded_1:9, Nether Certus Quartz Ore
netherendingores:ore_nether_modded_1:10, Nether Charged Certus Quartz Ore
netherendingores:ore_nether_modded_1:11, Nether Osmium Ore
netherendingores:ore_nether_modded_1:12, Nether Uranium Ore
netherendingores:ore_nether_modded_1:13, Nether Yellorite Ore
netherendingores:ore_nether_modded_1:14, Nether Dilithium Ore
netherendingores:ore_nether_modded_1:15, Nether Tritanium Ore
netherendingores:ore_nether_modded_2:0, Nether Zinc Ore
netherendingores:ore_nether_modded_2:1, Nether Ruby Ore
netherendingores:ore_nether_modded_2:2, Nether Sapphire Ore
netherendingores:ore_nether_modded_2:3, Nether Peridot Ore
netherendingores:ore_nether_modded_2:4, Nether Electrotine Ore
netherendingores:ore_nether_modded_2:5, Nether Ambrosium Ore
netherendingores:ore_nether_modded_2:6, Nether Gravitite Ore
netherendingores:ore_nether_modded_2:7, Nether Zanite Ore
netherendingores:ore_nether_modded_2:8, Nether Arkenium Ore
netherendingores:ore_nether_modded_2:9, Nether Icestone Ore
netherendingores:ore_nether_vanilla:0, Nether Coal Ore
netherendingores:ore_nether_vanilla:1, Nether Diamond Ore
netherendingores:ore_nether_vanilla:2, Nether Emerald Ore
netherendingores:ore_nether_vanilla:3, Nether Gold Ore
netherendingores:ore_nether_vanilla:4, Nether Iron Ore
netherendingores:ore_nether_vanilla:5, Nether Lapis Ore
netherendingores:ore_nether_vanilla:6, Nether Redstone Ore
netherendingores:ore_other_1:0, Overworld Quartz Ore
netherendingores:ore_other_1:1, End Quartz Ore
netherendingores:ore_other_1:2, Overworld Ardite Ore
netherendingores:ore_other_1:3, End Ardite Ore
netherendingores:ore_other_1:4, Overworld Cobalt Ore
netherendingores:ore_other_1:5, End Cobalt Ore
netherendingores:ore_other_1:6, Overworld Ambrosium Ore
netherendingores:ore_other_1:7, Overworld Gravitite Ore
netherendingores:ore_other_1:8, Overworld Zanite Ore
netherendingores:ore_other_1:9, Overworld Arkenium Ore
netherendingores:ore_other_1:10, Overworld Icestone Ore
primitivemobs:camouflage_dye, Camouflage Dye
primitivemobs:camouflage_helmet, Camouflage Helmet
primitivemobs:camouflage_chestplate, Camouflage Chestplate
primitivemobs:camouflage_boots, Camouflage Boots
primitivemobs:camouflage_leggings, Camouflage Leggings
primitivemobs:dodo, Raw Dodo
primitivemobs:cooked_dodo, Cooked Dodo
primitivemobs:dodo_egg, Dodo Egg
primitivemobs:mimic_orb, Mimic Orb
primitivemobs:goblin_mace, Goblin Mace
primitivemobs:wonder_sap, Wonder Sap
primitivemobs:spider_egg, Spider Egg
primitivemobs:mysteryegg1, Mystery Egg
primitivemobs:mysteryegg2, Mystery Egg
primitivemobs:mysteryegg3, Mystery Egg
primitivemobs:spider_eggshell, Spider Egg Shell
prodigytech:explosion_furnace, Explosion Furnace
prodigytech:magmatic_aeroheater, Magmatic Aeroheater
prodigytech:solid_fuel_aeroheater, Solid Fuel Aeroheater
prodigytech:energion_aeroheater, Energion Aeroheater
prodigytech:tartaric_aeroheater, Tartaric Aeroheater
prodigytech:capacitor_aeroheater, Capacitor Aeroheater
prodigytech:incinerator, Incinerator
prodigytech:blower_furnace, Blower Furnace
prodigytech:rotary_grinder, Rotary Grinder
prodigytech:heat_sawmill, Heat Sawmill
prodigytech:food_purifier, Food Purifier
prodigytech:solderer, Solderer
prodigytech:magnetic_reassembler, Magnetic Reassembler
prodigytech:ore_refinery, Ore Refinery
prodigytech:automatic_crystal_cutter, Automatic Crystal Cutter
prodigytech:capacitor_charger, Heat Accumulator
prodigytech:fuel_processor, Fuel Processor
prodigytech:food_enricher, Food Enricher
prodigytech:primordialis_reactor, Primordialis Reactor
prodigytech:atomic_reshaper, Atomic Reshaper
prodigytech:zorra_altar, Zorra Altar
prodigytech:air_funnel, Air Funnel
prodigytech:wormhole_funnel, Wormhole Funnel
prodigytech:linear_extractor, Linear Extractor
prodigytech:funnelling_extractor, Funnelling Extractor
prodigytech:dispersing_extractor, Dispersing Extractor
prodigytech:zorra_log, Zorra Wood
prodigytech:zorra_planks, Zorra Wood Planks
prodigytech:zorra_leaves, Zorra Leaves
prodigytech:zorra_sapling, Zorra Sapling
prodigytech:ferramic_block, Block of Ferramic
prodigytech:carbon_plate_block, Block of Carbon Plates
prodigytech:zorrasteel_block, Block of Zorrasteel
prodigytech:charred_cobblestone, Charred Cobblestone
prodigytech:charred_stone, Charred Stone
prodigytech:charred_stonebricks, Charred Stone Bricks
prodigytech:ash_bricks, Ash Bricks
prodigytech:particle_board, Particle Board
prodigytech:particle_board_planks, Particle Board Planks
prodigytech:ferramic_ingot, Ferramic Ingot
prodigytech:ferramic_nugget, Ferramic Nugget
prodigytech:ferramic_gear, Ferramic Gear
prodigytech:ash, Ash
prodigytech:purified_food, Purified Food
prodigytech:flour, Flour
prodigytech:sawdust, Sawdust
prodigytech:meat_ground, Ground Meat
prodigytech:meat_patty, Meat Patty
prodigytech:coal_dust, Coal Dust
prodigytech:ferramic_dust, Ferramic Dust
prodigytech:ferramic_dust_tiny, Tiny Pile of Ferramic Dust
prodigytech:iron_dust, Iron Dust
prodigytech:iron_dust_tiny, Tiny Pile of Iron Dust
prodigytech:gold_dust, Gold Dust
prodigytech:gold_dust_tiny, Tiny Pile of Gold Dust
prodigytech:diamond_dust, Diamond Dust
prodigytech:emerald_dust, Emerald Dust
prodigytech:quartz_dust, Nether Quartz Dust
prodigytech:carbon_plate, Carbon Plate
prodigytech:enriched_fuel, Enriched Fuel
prodigytech:inferno_fuel, Inferno Fuel
prodigytech:inferno_crystal, Inferno Crystal
prodigytech:sugar_cube, Sugar Cube
prodigytech:circuit_plate, Circuit Plate
prodigytech:circuit_crude, Crude Circuit
prodigytech:circuit_refined, Refined Circuit
prodigytech:circuit_perfected, Perfected Circuit
prodigytech:pattern_circuit_crude, Crude Circuit Pattern
prodigytech:pattern_circuit_refined, Refined Circuit Pattern
prodigytech:pattern_circuit_perfected, Perfected Circuit Pattern
prodigytech:heat_capacitor_0, 125°C Heat Capacitor
prodigytech:heat_capacitor_1, 250°C Heat Capacitor
prodigytech:heat_capacitor_2, 500°C Heat Capacitor
prodigytech:heat_capacitor_3, 1000°C Heat Capacitor
prodigytech:fuel_pellet_1, Fuel Pellet
prodigytech:fuel_pellet_4, Fuel Pellet x4
prodigytech:fuel_pellet_16, Fuel Pellet x16
prodigytech:fuel_pellet_64, Fuel Pellet x64
prodigytech:energion_crystal_seed, Energion Crystal Seed
prodigytech:energion_dust, Energion Dust
prodigytech:crystal_cutter, Crystal Cutter
prodigytech:wormhole_linker, Wormhole Linker
prodigytech:ferramic_handbow, Ferramic Handbow
prodigytech:primordium, Primordium
prodigytech:aeternus_crystal, Aeternus Crystal
prodigytech:zorra_leaf, Zorra Leaf
prodigytech:zorrasteel_raw, Raw Zorrasteel Ingot
prodigytech:zorrasteel_ingot, Zorrasteel Ingot
prodigytech:tartaric_stoker, Tartaric Stoker
prodigytech:zorrasteel_sword, Zorrasteel Sword
prodigytech:zorrasteel_handbow, Zorrasteel Handbow
xreliquary:altar, Altar
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
